vendor_id,vendor_name,industry,location,contact_person,quality_score,delivery_score,price_competitiveness,financial_rating,compliance_score,past_disputes,years_in_business,number_of_employees,annual_turnover_cr,certifications,payment_terms,registration_date,last_evaluation_date,blacklisted,overall_score,risk_category
VEN00436,Shree Builders & Sons,Airport Construction,Kalyan-Dombivali,Dinesh Iyer,82.39,79.53,83.35,80.84,77.28,5,1,1498,298.3,ISO 9001,"Advance 20%, Balance 80%",2025-06-06,2025-02-10,No,76.516,Medium Risk
VEN00437,Global Jamnagar Suppliers LLP,Port Development,Dehradun,Sachin Patel,48.3,33.37,44.56,52.37,46.18,11,7,50,9.47,None,"Advance 20%, Balance 80%",2024-10-30,2025-10-31,No,42.284,High Risk
VEN00438,Star Belgaum Corporation LLP,Glass & Glazing,Bhilai,Arjun Sharma,84.24,87.12,85.0,86.39,81.82,2,29,849,251.82,"ISO 9001, ISO 14001","Advance 20%, Balance 80%",2022-11-25,2025-04-05,No,80.685,Medium Risk
VEN00439,Supreme Consultants & Co,Landscaping,Jammu,Deepak Reddy,98.61,97.6,98.07,94.64,97.51,2,3,438,246.99,"ISO 9001, ISO 14001",Net 30 days,2024-05-31,2025-08-25,No,92.3375,Low Risk
VEN00440,Bhavnagar Technologies Limited,Wind Energy,Jammu,Rajesh Agarwal,85.31,81.76,80.43,88.24,85.74,1,8,193,290.1,ISO 14001,Letter of Credit,2022-10-28,2025-10-01,No,80.20300000000002,Medium Risk
VEN00441,Orion Services LLP,Water Treatment,Bhilai,Sandeep Kumar,78.3,65.35,77.79,76.54,64.14,4,14,176,36.54,ISO 9001,Progress Payment,2025-09-14,2025-06-09,No,69.04249999999999,High Risk
VEN00442,Elite Dhanbad Constructions Inc,Building Materials,Ujjain,Rahul Tiwari,68.42,72.75,68.03,66.37,71.68,5,11,88,28.35,ISO 14001,Net 90 days,2016-04-24,2025-05-20,No,65.6355,High Risk
VEN00443,Ambattur Manufacturers & Associates,Building Materials,Guwahati,Arjun Iyer,88.67,95.44,88.7,91.72,94.11,2,10,143,189.57,"ISO 9001, ISO 14001, OHSAS 18001",Net 30 days,2023-10-31,2025-11-03,No,86.921,Low Risk
VEN00444,Global Associates & Associates,Chemical Engineering,Jamshedpur,Deepak Tiwari,52.16,57.84,52.37,50.44,66.78,2,5,83,79.31,None,"Advance 20%, Balance 80%",2024-06-08,2025-09-26,No,52.4685,High Risk
VEN00445,Quality Constructions Private Limited,Power Transmission,Cuttack,Ajay Mishra,93.99,95.32,94.55,89.47,91.18,0,2,1213,361.42,"ISO 9001, OHSAS 18001",Net 30 days,2025-08-25,2025-03-05,No,88.315,Low Risk
VEN00446,Royal Constructions LLP,Security Systems,Tiruppur,Sachin Gupta,85.76,81.97,82.0,82.45,85.44,3,6,48,30.21,ISO 9001,Net 30 days,2025-01-30,2025-01-27,No,79.28999999999999,Medium Risk
VEN00447,India Kolkata Consultants Ltd,Construction & Infrastructure,Agra,Gaurav Agarwal,76.34,83.83,80.53,79.54,74.13,0,9,147,69.56,"ISO 9001, ISO 14001",Letter of Credit,2017-12-17,2025-10-30,No,74.958,High Risk
VEN00448,Maheshtala Innovations Ltd,Automotive Components,Gwalior,Arjun Shankar,93.78,91.19,79.97,85.0,89.78,0,3,761,497.65,None,Net 90 days,2023-07-24,2025-04-06,No,84.1455,Medium Risk
VEN00449,Prime Jamnagar Platforms LLP,Bridge Engineering,Hubli-Dharwad,Ankit Kapoor,82.99,87.62,80.63,83.77,81.22,4,25,1520,415.08,None,Letter of Credit,2009-09-17,2025-12-07,No,79.103,Medium Risk
VEN00450,Paramount Holdings & Partners,Mining Equipment,Pimpri-Chinchwad,Sandeep Sharma,55.24,53.54,38.2,45.91,54.9,22,30,31,5.61,None,Progress Payment,2015-11-12,2025-11-10,No,46.565,High Risk
VEN00451,Solapur Manufacturers Pvt Ltd,Mining Equipment,Jammu,Gaurav Nair,91.88,90.83,92.0,87.64,87.53,0,3,601,84.68,"ISO 9001, ISO 14001",Net 45 days,2024-11-30,2025-04-12,No,85.5935,Low Risk
VEN00452,Sigma Bareilly Manufacturers & Sons,Aerospace Engineering,Jalandhar,Rajesh Reddy,78.12,77.51,70.62,70.41,74.18,3,22,136,59.87,"ISO 9001, ISO 14001",Net 45 days,2014-09-06,2025-07-05,No,70.684,High Risk
VEN00453,Supreme Suppliers Private Limited,Interior Design,Visakhapatnam,Ravi Shankar,56.74,67.98,64.25,69.9,69.4,9,16,100,68.74,None,Net 30 days,2016-11-07,2025-05-28,No,61.35850000000001,High Risk
VEN00454,Orion Tiruppur Technologies & Co,Tunnel Construction,Indore,Rahul Patel,83.27,81.74,80.51,79.61,81.29,0,25,1963,189.1,"ISO 9001, ISO 14001","Advance 20%, Balance 80%",2013-11-11,2025-10-26,No,77.3575,Medium Risk
VEN00455,Nova Exports & Partners,Railway Infrastructure,Kolkata,Vikram Rao,97.89,95.6,97.67,93.09,91.23,1,24,828,488.23,ISO 9001,Letter of Credit,2003-05-08,2025-10-18,No,90.4955,Low Risk
VEN00456,Hyderabad Systems & Associates,Pharmaceutical Infrastructure,Bhiwandi,Suresh Reddy,77.81,86.57,91.8,80.26,80.0,5,21,388,395.97,ISO 14001,"Advance 20%, Balance 80%",2014-05-11,2025-01-31,No,78.33850000000001,Medium Risk
VEN00457,Optimal Visakhapatnam Engineering & Co,Dam Engineering,Chandigarh,Gaurav Sharma,52.01,47.72,57.36,44.51,46.37,25,16,11,16.29,None,Letter of Credit,2022-09-27,2025-07-03,Yes,45.758,High Risk
VEN00458,Delta Enterprises & Partners,Electrical Works,Gwalior,Kiran Reddy,76.73,72.35,73.79,83.27,75.05,3,9,133,68.53,None,Net 60 days,2019-07-24,2025-04-03,No,72.48249999999999,High Risk
VEN00459,Nexus Bareilly Logistics Limited,Building Materials,Jhansi,Deepak Khanna,94.06,84.81,89.74,86.92,83.03,2,2,1371,489.84,"ISO 14001, OHSAS 18001",Letter of Credit,2024-05-13,2025-12-04,No,83.6765,Medium Risk
VEN00460,City Developers Ltd,Security Systems,Nellore,Vishal Patel,89.94,84.82,86.73,87.8,92.33,0,3,469,379.3,"ISO 9001, ISO 14001, OHSAS 18001",Net 30 days,2024-10-26,2025-05-17,No,83.868,Medium Risk
VEN00461,Moon Rourkela Corporation LLP,Scaffolding,Jammu,Nikhil Singh,70.03,75.06,77.78,72.66,68.04,4,25,117,15.62,None,Net 45 days,2009-09-21,2025-05-02,No,68.7245,High Risk
VEN00462,Zenith Logistics Pvt Ltd,Roofing,Jalgaon,Gaurav Joshi,71.73,73.85,70.77,83.45,76.69,3,17,74,70.27,None,Net 60 days,2024-09-24,2025-10-22,No,71.36149999999999,High Risk
VEN00463,Supreme Meerut Projects & Associates,Food Processing,Bhiwandi,Nikhil Kapoor,66.18,59.34,66.11,60.03,52.45,5,3,190,62.06,None,Letter of Credit,2025-02-15,2025-06-26,No,57.953,High Risk
VEN00464,Shree Vadodara Networks & Partners,Automotive Components,Patna,Abhishek Rao,87.08,88.91,80.64,87.79,93.9,0,21,1020,337.51,"ISO 9001, OHSAS 18001","Advance 20%, Balance 80%",2021-09-23,2025-05-07,No,83.291,Medium Risk
VEN00465,Asansol Developers LLP,Glass & Glazing,Raipur,Ravi Mehta,16.39,40.37,16.45,42.86,31.02,8,23,36,13.33,None,Net 60 days,2005-06-25,2025-05-11,No,27.464,High Risk
VEN00466,Gamma Tiruppur Group & Sons,Steel & Metal Fabrication,Thane,Naveen Khanna,78.99,78.16,75.58,83.0,80.49,3,21,92,73.19,"ISO 9001, ISO 14001",Net 30 days,2023-09-18,2025-10-25,No,75.24,Medium Risk
VEN00467,Titan Platforms & Associates,Cement & Concrete,Indore,Abhishek Tiwari,64.98,71.86,74.61,63.63,68.78,3,7,77,79.92,None,Net 45 days,2019-10-02,2025-05-27,No,64.7015,High Risk
VEN00468,Universal Projects & Partners,Electrical Works,Gulbarga,Vishal Kumar,55.04,49.28,58.67,50.24,64.53,18,22,20,1.08,None,Net 30 days,2005-07-19,2025-05-10,No,51.244,High Risk
VEN00469,Royal Exports & Sons,IT Infrastructure,Noida,Pankaj Rao,81.89,83.9,81.27,84.87,81.3,0,26,1283,243.1,ISO 9001,"Advance 20%, Balance 80%",2018-02-22,2025-05-16,No,78.612,Medium Risk
VEN00470,Moradabad Services Private Limited,Civil Engineering,Mangalore,Deepak Agarwal,81.35,87.27,89.74,88.47,77.62,2,7,290,91.97,"ISO 9001, ISO 14001","Advance 20%, Balance 80%",2019-04-14,2025-09-21,No,80.4895,Medium Risk
VEN00471,Nova Developers Pvt Ltd,Building Materials,Malegaon,Deepak Khanna,64.62,73.94,65.32,64.76,77.7,5,25,116,79.34,ISO 14001,Progress Payment,2013-08-08,2025-10-27,No,65.098,High Risk
VEN00472,Atlas Systems Private Limited,Chemical Engineering,Thane,Sumit Bhatia,73.18,71.88,70.22,82.5,83.59,1,13,45,54.19,None,Net 30 days,2024-04-15,2025-04-03,No,72.19250000000001,High Risk
VEN00473,Jhansi Ventures & Associates,Cement & Concrete,Gwalior,Mohit Verma,70.0,76.22,76.85,67.65,82.76,2,16,177,64.0,None,Net 45 days,2014-03-27,2025-07-31,No,70.1155,High Risk
VEN00474,Gamma Constructions Inc,Aerospace Engineering,Amravati,Arjun Mehta,35.39,38.04,35.46,47.65,52.74,13,9,35,4.79,None,"Advance 20%, Balance 80%",2024-11-27,2025-06-13,No,38.5655,High Risk
VEN00475,Premier Malegaon Exports & Partners,Roofing,Moradabad,Vishal Mehta,83.31,81.25,85.16,71.42,82.46,4,10,62,81.47,ISO 9001,"Advance 20%, Balance 80%",2016-01-14,2025-04-24,No,76.3045,Medium Risk
VEN00476,Sun Kolhapur Enterprises Limited,Fire Safety,Hubli-Dharwad,Gaurav Mehta,67.89,56.52,58.58,55.91,65.46,8,10,174,84.4,None,Net 90 days,2018-09-14,2025-03-12,No,57.66450000000001,High Risk
VEN00477,Universal Solutions & Sons,Carpentry & Woodwork,Tiruppur,Naveen Nair,75.96,72.33,75.04,70.17,81.03,5,11,74,51.88,"ISO 9001, ISO 14001",Net 60 days,2019-08-22,2025-11-05,No,70.65050000000001,High Risk
VEN00478,Jamshedpur Technologies Private Limited,Glass & Glazing,Kochi,Ramesh Mishra,79.57,63.86,80.22,70.8,77.49,2,27,101,27.83,None,Net 30 days,2023-11-03,2025-07-21,No,70.381,High Risk
VEN00479,Optimal Solutions Limited,Pharmaceutical Infrastructure,Vijayawada,Sachin Malhotra,66.86,71.11,73.75,72.22,59.68,8,2,156,92.62,None,Net 30 days,2025-10-29,2025-06-19,No,64.99549999999999,High Risk
VEN00480,Sigma Enterprises & Associates,Steel & Metal Fabrication,Belgaum,Mukesh Joshi,73.12,84.24,79.74,72.59,76.62,3,16,184,97.04,None,Net 30 days,2017-07-20,2025-01-26,No,72.94999999999999,High Risk
VEN00481,Pune Imports Pvt Ltd,Cement & Concrete,Pimpri-Chinchwad,Rahul Rao,47.19,43.87,59.14,61.26,61.35,22,1,49,17.49,None,Net 60 days,2025-07-29,2025-11-16,No,49.797000000000004,High Risk
VEN00482,Metro Engineering Limited,Wind Energy,Solapur,Ramesh Mishra,76.3,70.95,82.72,80.98,83.13,3,21,134,70.14,ISO 9001,Net 60 days,2015-03-21,2025-04-02,No,74.18849999999999,High Risk
VEN00483,Pinnacle Infrastructure 729 & Co,Heavy Equipment,Lucknow,Nitin Kapoor,66.34,70.51,67.29,54.9,63.29,5,1,191,29.45,None,Net 30 days,2025-05-25,2025-09-03,No,61.004000000000005,High Risk
VEN00484,Zenith Durgapur Traders Inc,Wind Energy,Amravati,Pankaj Reddy,76.13,61.29,61.78,77.51,66.89,9,28,178,56.21,ISO 9001,Net 90 days,2017-07-04,2025-11-03,No,65.643,High Risk
VEN00485,Jhansi Contractors Limited,Roofing,Gulbarga,Rahul Gupta,70.26,68.77,75.87,72.77,76.12,4,15,110,33.9,ISO 14001,Net 45 days,2024-01-20,2025-06-10,No,68.4715,High Risk
VEN00486,Mysore Group & Associates,Textile Machinery,Amravati,Ajay Sharma,72.96,78.3,87.03,75.28,75.21,1,20,665,288.3,None,Net 30 days,2016-03-19,2025-10-14,No,73.24199999999999,High Risk
VEN00487,Thane Services Private Limited,Chemical Engineering,Pune,Suresh Chopra,69.54,71.55,77.85,79.38,74.19,0,8,197,34.14,None,Net 60 days,2023-08-28,2025-06-14,No,70.377,High Risk
VEN00488,Velocity Mumbai Enterprises Ltd,Textile Machinery,Bikaner,Nikhil Tiwari,83.51,84.74,80.8,82.69,94.09,0,1,1464,263.57,ISO 9001,Letter of Credit,2025-10-30,2025-09-12,No,80.59700000000001,Medium Risk
VEN00489,Phoenix Projects & Partners,Mining Equipment,Dehradun,Rajesh Iyer,38.06,37.4,53.3,43.95,42.46,21,6,14,15.73,None,Net 90 days,2024-10-25,2025-07-06,No,39.099000000000004,High Risk
VEN00490,Gamma Dhanbad Creations & Partners,Food Processing,Dhanbad,Rohan Khanna,95.63,97.44,96.27,97.1,97.55,2,16,330,171.47,"ISO 9001, ISO 14001",Net 45 days,2016-09-25,2025-08-18,No,91.7885,Low Risk
VEN00491,Delta Hyderabad Services Limited,Tile & Marble,Tirunelveli,Gaurav Nair,82.98,74.29,69.98,72.63,78.28,4,29,135,98.86,ISO 9001,"Advance 20%, Balance 80%",2010-04-16,2025-06-22,No,72.168,High Risk
VEN00492,Urban Contractors LLP,Heavy Equipment,Noida,Ajay Bhatia,87.2,90.82,83.69,79.9,78.27,2,5,1055,356.42,ISO 9001,Net 60 days,2025-01-09,2025-07-06,No,80.138,Medium Risk
VEN00493,City Constructions & Partners,Building Materials,Kolkata,Ravi Reddy,61.5,51.83,58.77,68.41,52.73,4,12,92,80.67,None,Net 30 days,2014-09-05,2025-02-24,No,55.948,High Risk
VEN00494,Royal Ambattur Technologies & Associates,Pipeline Installation,Dehradun,Manoj Reddy,79.3,86.61,83.82,80.39,89.09,0,29,635,464.09,ISO 9001,Net 45 days,2006-05-22,2025-06-26,No,79.1615,Medium Risk
VEN00495,Dhanbad Industries & Associates,Foundation Engineering,Firozabad,Prakash Reddy,86.0,78.54,74.1,83.68,84.5,0,5,154,49.77,"ISO 9001, ISO 14001",Net 60 days,2021-12-10,2025-06-08,No,77.734,Medium Risk
VEN00496,Premier Ventures & Associates,Foundation Engineering,Kochi,Amit Desai,95.47,94.27,92.21,90.14,92.61,2,29,700,74.09,"ISO 9001, OHSAS 18001",Letter of Credit,2005-03-06,2025-03-18,No,88.3725,Low Risk
VEN00497,India Builders & Co,Water Treatment,Jamnagar,Rahul Rao,72.82,75.32,78.79,63.94,73.2,4,24,33,73.14,ISO 14001,Progress Payment,2003-09-20,2025-09-30,No,68.6555,High Risk
VEN00498,Coimbatore Innovations & Co,Mechanical Engineering,Belgaum,Rajesh Iyer,54.15,55.87,70.41,63.21,57.75,3,16,26,84.95,None,Net 30 days,2015-12-26,2025-05-22,No,56.4275,High Risk
VEN00499,Nexus Bhiwandi Solutions LLP,Scaffolding,Cuttack,Ashok Bhatia,74.37,70.68,74.75,65.73,78.4,5,8,63,56.04,ISO 14001,Net 60 days,2023-09-10,2025-04-09,No,68.59700000000001,High Risk
VEN00500,Pegasus Nagpur Systems & Partners,Paints & Coatings,Guwahati,Ramesh Shankar,85.62,91.21,80.57,82.73,80.12,1,1,1288,186.24,"ISO 9001, ISO 14001, OHSAS 18001",Net 90 days,2025-11-17,2025-06-10,No,80.24650000000001,Medium Risk
VEN00501,Urban Constructions Ltd,Plumbing & Sanitation,Bikaner,Ravi Nair,50.29,42.16,41.61,53.72,51.49,19,23,13,6.29,None,Letter of Credit,2012-05-07,2025-05-21,No,44.76349999999999,High Risk
VEN00502,Summit Corporation Limited,IT Infrastructure,Bhavnagar,Ashok Gupta,69.86,69.93,74.84,59.6,58.83,4,8,44,69.87,None,Letter of Credit,2020-05-03,2025-04-09,No,63.2215,High Risk
VEN00503,Udaipur Exports LLP,IT Infrastructure,Indore,Naveen Tiwari,52.44,43.91,57.05,45.11,62.68,7,15,28,12.52,None,Net 30 days,2025-04-11,2025-09-10,No,48.5235,High Risk
VEN00504,Summit Industries Limited,Construction & Infrastructure,Meerut,Ashok Iyer,74.22,73.6,84.03,83.94,74.08,4,1,181,96.38,None,Net 60 days,2025-11-21,2025-09-28,No,73.5795,High Risk
VEN00505,Nova Holdings Private Limited,HVAC Systems,Jhansi,Abhishek Mehta,67.46,65.03,70.35,69.16,60.74,3,15,129,66.29,None,Net 45 days,2024-05-07,2025-02-20,No,63.2165,High Risk
VEN00506,National Bhopal Corporation LLP,Mechanical Engineering,Pune,Ajay Kumar,94.93,84.19,91.42,81.26,94.11,1,3,1194,308.91,"ISO 9001, ISO 14001","Advance 20%, Balance 80%",2023-09-13,2025-01-26,No,84.60200000000002,Medium Risk
VEN00507,Stellar Corporation & Co,Fire Safety,Jamnagar,Amit Sharma,76.0,82.89,72.88,79.41,82.39,5,30,35,31.21,ISO 14001,Net 30 days,1998-07-29,2025-11-20,No,74.5005,High Risk
VEN00508,Phoenix Manufacturers 909 Limited,Petroleum Infrastructure,Firozabad,Nikhil Gupta,68.15,75.71,77.99,74.49,72.44,1,1,34,12.37,ISO 14001,Letter of Credit,2025-08-30,2025-03-10,No,69.592,High Risk
VEN00509,Quantum Creations Pvt Ltd,HVAC Systems,Pune,Sachin Shankar,64.55,58.77,64.78,73.96,75.67,7,12,69,40.88,ISO 14001,"Advance 20%, Balance 80%",2020-08-05,2025-08-12,No,63.401,High Risk
VEN00510,Pinnacle Ventures Inc,Tile & Marble,Nellore,Suresh Kumar,34.11,34.11,43.27,39.53,40.29,24,21,20,19.96,None,Net 30 days,2023-01-11,2025-02-01,No,34.5895,High Risk
VEN00511,Bharat Suppliers Inc,Railway Infrastructure,Rajkot,Abhishek Mishra,73.3,59.4,69.26,73.83,70.6,6,28,187,31.98,ISO 14001,Net 30 days,2011-08-20,2025-03-06,No,65.65,High Risk
VEN00512,Galaxy Networks & Associates,Civil Engineering,Mangalore,Abhishek Joshi,100.0,99.33,97.17,99.65,95.35,2,27,1713,113.88,"ISO 9001, ISO 14001, OHSAS 18001",Net 90 days,2005-08-01,2025-10-11,No,93.574,Low Risk
VEN00513,Urban Suppliers Limited,Petroleum Infrastructure,Hubli-Dharwad,Mukesh Patel,97.39,93.73,97.37,97.99,95.79,1,6,1451,243.99,None,Letter of Credit,2022-01-14,2025-11-25,No,91.6155,Low Risk
VEN00514,Metro Gaya Systems LLP,Marine Engineering,Gaya,Amit Rao,76.02,74.35,77.27,73.75,74.85,10,13,193,35.87,"ISO 9001, ISO 14001","Advance 20%, Balance 80%",2016-06-06,2025-02-18,No,70.943,High Risk
VEN00515,Supreme Solapur Associates LLP,Construction & Infrastructure,Visakhapatnam,Rajesh Joshi,65.02,68.31,74.17,70.06,71.21,4,9,112,34.19,None,Net 30 days,2018-08-13,2025-01-31,No,65.536,High Risk
VEN00516,Nova Ujjain Engineering & Co,Solar Energy,Agra,Mohit Khanna,85.46,88.68,91.47,90.65,89.17,2,3,666,453.67,"ISO 9001, ISO 14001",Letter of Credit,2024-06-28,2025-07-20,No,84.22700000000002,Medium Risk
VEN00517,Prime Services Ltd,Aerospace Engineering,Kolhapur,Vikram Malhotra,78.49,81.31,76.82,68.21,79.02,0,23,86,97.78,ISO 14001,Net 30 days,2010-02-01,2025-03-07,No,72.90249999999999,High Risk
VEN00518,Raipur Enterprises Private Limited,Security Systems,Bikaner,Mohit Singh,59.83,60.74,69.77,61.64,66.16,6,5,26,39.39,None,Net 90 days,2021-07-08,2025-06-07,No,59.523,High Risk
VEN00519,Sigma Howrah Consultants Pvt Ltd,Food Processing,Ghaziabad,Rohan Sharma,78.56,70.8,72.48,74.11,80.55,5,17,168,74.16,ISO 9001,Progress Payment,2012-11-13,2025-11-22,No,71.3265,High Risk
VEN00520,Solapur Traders Private Limited,IT Infrastructure,Jaipur,Sanjay Chopra,69.01,66.4,72.7,74.99,68.6,2,20,140,69.33,None,Net 60 days,2014-04-08,2025-04-27,No,66.6255,High Risk
VEN00521,Bhavnagar Contractors LLP,Glass & Glazing,Jodhpur,Vijay Nair,86.97,82.5,78.53,86.73,77.97,0,12,163,55.51,"ISO 9001, ISO 14001",Net 45 days,2020-10-08,2025-04-23,No,79.06349999999999,Medium Risk
VEN00522,Bhilai Services & Associates,Solar Energy,Siliguri,Deepak Bhatia,76.04,72.32,77.75,86.75,80.23,5,29,70,90.99,ISO 9001,Letter of Credit,2020-07-08,2025-05-08,No,74.271,High Risk
VEN00523,Momentum Enterprises 854 Ltd,Petroleum Infrastructure,Moradabad,Amit Mishra,76.26,76.49,74.23,74.78,70.06,5,18,81,74.08,ISO 14001,"Advance 20%, Balance 80%",2018-05-22,2025-02-09,No,70.7125,High Risk
VEN00524,Velocity Builders Private Limited,Pipeline Installation,Tirunelveli,Nitin Khanna,57.76,50.44,58.17,56.79,57.59,23,30,37,2.59,None,Progress Payment,2025-08-03,2025-02-08,No,52.10000000000001,High Risk
VEN00525,Summit Engineering & Partners,Mining Equipment,Belgaum,Ramesh Singh,74.68,82.19,82.31,82.04,88.75,2,11,886,193.36,None,Progress Payment,2024-05-01,2025-11-17,No,77.07500000000002,Medium Risk
VEN00526,Moradabad Group & Co,Bridge Engineering,Bhavnagar,Pankaj Singh,73.92,77.1,72.9,72.03,84.35,2,20,47,93.21,ISO 14001,"Advance 20%, Balance 80%",2022-10-10,2025-10-20,No,71.79350000000001,High Risk
VEN00527,Hyderabad Consultants Pvt Ltd,Heavy Equipment,Cuttack,Prakash Kumar,84.43,83.02,93.68,85.34,85.63,0,27,1029,182.72,"ISO 14001, OHSAS 18001",Net 60 days,2006-01-01,2025-05-01,No,81.676,Medium Risk
VEN00528,Prime Suppliers Private Limited,Aerospace Engineering,Kota,Manoj Tiwari,66.73,70.32,65.71,72.8,70.44,0,23,196,38.33,ISO 14001,Letter of Credit,2006-07-01,2025-10-18,No,65.729,High Risk
VEN00529,Apex Kochi Creations Pvt Ltd,Construction & Infrastructure,Akola,Rajesh Malhotra,87.36,83.04,76.51,74.69,85.29,5,16,678,109.31,ISO 9001,Net 90 days,2014-05-11,2025-08-21,No,77.40599999999999,Medium Risk
VEN00530,Delta Holdings Limited,Tile & Marble,Rajkot,Naveen Sharma,76.77,80.03,80.89,78.43,81.19,1,29,96,85.66,"ISO 9001, ISO 14001","Advance 20%, Balance 80%",2003-12-13,2025-01-20,No,75.14649999999999,Medium Risk
VEN00531,Gamma Bhiwandi Contractors Private Limited,Glass & Glazing,Vasai-Virar,Sandeep Reddy,77.22,80.06,76.08,88.56,83.83,2,23,915,367.17,ISO 9001,Progress Payment,2003-12-30,2025-02-04,No,76.91550000000001,Medium Risk
VEN00532,Hyderabad Contractors & Co,Tunnel Construction,Bikaner,Ravi Desai,95.33,95.89,96.63,97.14,96.7,0,9,1094,377.68,"ISO 9001, ISO 14001",Net 45 days,2021-05-05,2025-08-17,No,91.43799999999999,Low Risk
VEN00533,Maheshtala Innovations Private Limited,Port Development,Nanded,Ajay Gupta,64.72,66.33,52.08,64.37,68.52,10,3,187,14.43,None,Net 45 days,2024-10-03,2025-06-06,No,59.91,High Risk
VEN00534,Bhilai Developers LLP,Chemical Engineering,Howrah,Kiran Nair,81.75,85.06,70.6,70.34,85.06,0,17,121,81.22,None,Letter of Credit,2025-05-24,2025-08-13,No,74.8665,High Risk
VEN00535,Chennai Suppliers Private Limited,Petroleum Infrastructure,Solapur,Vishal Gupta,79.51,63.8,72.36,76.34,76.93,0,1,158,64.44,ISO 14001,Letter of Credit,2025-05-22,2025-08-31,No,70.299,High Risk
VEN00536,Quality Vijayawada Ventures Inc,Waste Management,Malegaon,Amit Reddy,74.07,80.33,77.38,74.5,71.33,3,18,91,53.5,ISO 14001,Net 90 days,2013-12-23,2025-03-24,No,71.63999999999999,High Risk
VEN00537,Delta Manufacturers & Associates,Waste Management,Guwahati,Rahul Khanna,87.01,84.37,86.57,89.66,90.94,1,5,1758,333.46,ISO 14001,Net 30 days,2023-03-11,2025-02-08,No,83.13500000000002,Medium Risk
VEN00538,Tiruchirappalli Consultants & Partners,Heavy Equipment,Noida,Sanjay Sharma,59.76,60.29,56.54,59.96,64.83,8,28,21,34.13,None,"Advance 20%, Balance 80%",2016-07-21,2025-02-24,No,56.795500000000004,High Risk
VEN00539,Sun Innovations LLP,Electrical Works,Mangalore,Nikhil Agarwal,75.02,78.78,68.87,61.91,62.9,0,6,153,77.33,None,Net 90 days,2021-01-11,2025-10-11,No,66.65849999999999,High Risk
VEN00540,Supreme Innovations Inc,Airport Construction,Malegaon,Ankit Shankar,96.13,93.38,94.98,88.89,89.4,1,19,1431,124.68,"ISO 14001, OHSAS 18001","Advance 20%, Balance 80%",2009-11-30,2025-06-01,No,88.0935,Low Risk
VEN00541,Sigma Warangal Technologies & Sons,Steel & Metal Fabrication,Malegaon,Deepak Verma,61.81,69.94,64.62,62.95,81.15,2,23,68,27.93,None,Net 30 days,2005-05-14,2025-06-22,No,63.796,High Risk
VEN00542,Phoenix Solutions Private Limited,Food Processing,Kochi,Sanjay Nair,68.48,79.41,80.35,74.68,69.11,4,25,123,94.09,None,Net 45 days,2001-09-01,2025-01-14,No,70.157,High Risk
VEN00543,Stellar Industries Private Limited,Interior Design,Ambattur,Ravi Joshi,76.92,83.25,85.21,81.02,84.1,4,20,667,485.0,"ISO 9001, ISO 14001",Net 30 days,2015-04-27,2025-08-23,No,77.28049999999999,Medium Risk
VEN00544,Kalyan-Dombivali Infrastructure Limited,Carpentry & Woodwork,Patna,Arjun Verma,68.25,82.52,69.2,79.92,73.81,3,11,97,55.03,None,Letter of Credit,2019-08-28,2025-05-21,No,70.852,High Risk
VEN00545,Dynamic Corporation & Sons,Fire Safety,Noida,Pankaj Agarwal,93.19,92.71,97.39,93.83,92.48,1,18,1004,270.54,"ISO 9001, ISO 14001",Net 45 days,2016-03-04,2025-01-09,No,89.036,Low Risk
VEN00546,Paramount Logistics & Partners,Elevators & Lifts,Udaipur,Nitin Tiwari,89.66,90.37,78.69,81.62,90.57,0,7,1005,212.45,ISO 14001,Net 60 days,2022-04-03,2025-10-21,No,82.202,Medium Risk
VEN00547,Phoenix Suppliers Pvt Ltd,Agricultural Machinery,Gulbarga,Ramesh Sinha,78.74,71.66,77.62,83.15,80.79,5,30,140,99.75,ISO 9001,"Advance 20%, Balance 80%",2004-09-13,2025-01-11,No,74.1585,High Risk
